Month,NationalMonthlyMeanRainfallMM,NationalMonthlyMeanTempDegreesC,FatContentPercent,ProteinContentPercent
1983-08,57.54,16.86,3.51,3.19
1983-09,115.8,13.266666666666667,3.79,3.55
1983-10,120.61999999999999,10.413333333333332,4.04,3.71
1983-11,44.026666666666664,8.633333333333333,4.13,3.94
1983-12,135.38666666666666,7.54,3.84,3.66
1984-01,161.94666666666666,4.3933333333333335,3.66,3.32
1984-02,78.23333333333333,6.04,3.53,3.05
1984-03,55.919999999999995,5.6,3.39,2.89
1984-04,44.38666666666666,9.046666666666665,3.33,3.07
1984-05,29.633333333333333,9.986666666666668,3.3,3.27
1984-06,42.15333333333333,13.866666666666667,3.39,3.22
1984-07,37.82666666666667,16.0,3.43,3.17
1984-08,70.55333333333333,16.5,3.41,3.26
1984-09,94.86,13.086666666666668,3.8,3.48
1984-10,112.30666666666666,10.566666666666666,4.03,3.73
1984-11,141.50666666666666,6.88,4.07,3.92
1984-12,104.35333333333332,6.386666666666667,3.81,3.7
1985-01,62.913333333333334,2.493333333333333,3.69,3.39
1985-02,52.720000000000006,5.38,3.59,3.15
1985-03,94.78666666666666,5.819999999999999,3.48,2.99
1985-04,61.266666666666666,8.946666666666665,3.42,3.02
1985-05,83.59333333333333,10.34,3.38,3.23
1985-06,71.00666666666666,12.24,3.42,3.22
1985-07,87.58666666666666,14.666666666666666,3.49,3.2
1985-08,183.22666666666666,13.379999999999999,3.62,3.32
1985-09,96.48,14.146666666666667,3.81,3.45
1985-10,55.34,11.033333333333333,4.01,3.68
1985-11,73.76,5.153333333333333,4.03,3.89
1985-12,114.42666666666666,6.953333333333333,3.74,3.54
1986-01,118.06666666666666,4.78,3.62,3.21
1986-02,6.166666666666667,1.7666666666666666,3.56,3.11
1986-03,109.65333333333334,5.986666666666666,3.51,2.92
1986-04,60.2,7.760000000000001,3.39,2.92
1986-05,115.92666666666668,9.993333333333334,3.35,3.13
1986-06,82.32,13.573333333333332,3.39,3.23
1986-07,64.02,14.626666666666667,3.45,3.18
1986-08,154.15333333333334,12.4,3.58,3.28
1986-09,8.166666666666666,11.666666666666666,3.74,3.46
1986-10,98.24,10.639999999999999,3.94,3.64
1986-11,128.85333333333332,7.680000000000001,4.04,3.75
1986-12,163.20666666666665,6.22,3.78,3.37
1987-01,42.3,4.066666666666666,3.61,3.14
1987-02,67.50666666666667,5.126666666666667,3.5,3.05
1987-03,87.41333333333334,5.8,3.42,2.94
1987-04,66.68,9.620000000000001,3.38,3.0
1987-05,24.366666666666667,10.360000000000001,3.33,3.16
1987-06,101.52666666666667,12.386666666666667,3.4,3.18
1987-07,50.04,15.406666666666666,3.43,3.17
1987-08,73.29333333333334,15.186666666666667,3.54,3.21
1987-09,111.87333333333332,12.72,3.75,3.37
1987-10,129.31333333333333,9.0,3.98,3.62
1987-11,71.90666666666667,7.493333333333334,3.99,3.59
1987-12,86.54666666666667,7.213333333333334,3.78,3.36
1988-01,177.98,5.566666666666666,3.64,3.12
1988-02,78.72,5.4,3.54,3.03
1988-03,109.21333333333334,7.333333333333333,3.44,2.91
1988-04,37.88666666666666,8.953333333333335,3.38,3.03
1988-05,79.6,10.96,3.37,3.14
1988-06,44.11333333333334,14.379999999999999,3.4,3.14
1988-07,123.18666666666668,13.853333333333333,3.47,3.15
1988-08,109.17333333333333,14.086666666666668,3.57,3.23
1988-09,78.14,12.586666666666668,3.76,3.4
1988-10,130.4,10.473333333333333,4.01,3.6
1988-11,49.779999999999994,7.260000000000001,4.01,3.5
1988-12,64.86,8.56,3.77,3.21
1989-01,77.4,7.7,3.61,3.06
1989-02,98.08,6.5,3.51,2.96
1989-03,122.82666666666665,7.133333333333334,3.44,2.86
1989-04,71.74,6.753333333333333,3.4,2.93
1989-05,22.86,12.0,3.36,3.16
1989-06,61.45333333333333,13.513333333333332,3.39,3.15
1989-07,21.486666666666668,17.333333333333332,3.44,3.12
1989-08,109.12666666666668,15.44,3.56,3.19
1989-09,54.74,13.213333333333333,3.74,3.42
1989-10,143.02666666666667,11.553333333333335,3.97,3.57
1989-11,59.333333333333336,7.666666666666667,4.04,3.59
1989-12,105.31333333333333,5.446666666666667,3.81,3.32
1990-01,134.52,6.866666666666666,3.61,3.08
1990-02,181.70666666666665,6.793333333333334,3.53,3.0
1990-03,38.440000000000005,8.586666666666668,3.46,3.0
1990-04,44.5,8.107142857142858,3.4,3.08
1990-05,30.44,12.421428571428573,3.37,3.16
1990-06,89.10666666666665,12.950000000000001,3.41,3.17
1990-07,51.45333333333333,15.864285714285714,3.47,3.16
1990-08,57.38,16.15,3.56,3.19
1990-09,30.666666666666668,12.65,3.73,3.46
1990-10,156.79333333333335,11.37857142857143,4.02,3.64
1990-11,70.67333333333333,7.3999999999999995,4.02,3.55
1990-12,105.11333333333333,5.257142857142857,3.77,3.29
1991-01,97.70666666666666,4.506666666666666,3.64,3.12
1991-02,81.16000000000001,4.566666666666666,3.55,3.01
1991-03,96.4,7.92,3.45,2.91
1991-04,114.24666666666667,8.38,3.43,3.02
1991-05,7.826666666666666,11.639999999999999,3.39,3.17
1991-06,87.83333333333333,12.286666666666667,3.42,3.17
1991-07,66.92666666666668,15.806666666666667,3.5,3.18
1991-08,39.413333333333334,16.021428571428572,3.56,3.2
1991-09,76.22,14.453333333333335,3.72,3.34
1991-10,117.67333333333335,9.866666666666667,3.97,3.56
1991-11,110.31333333333333,7.346666666666666,4.03,3.51
1991-12,54.81333333333334,6.986666666666666,3.78,3.27
1992-01,68.93333333333334,5.866666666666666,3.62,3.11
1992-02,67.10666666666667,6.680000000000001,3.55,3.02
1992-03,100.12666666666668,7.946666666666667,3.5,2.94
1992-04,95.47333333333333,8.46,3.44,3.09
1992-05,51.6,12.360000000000001,3.39,3.16
1992-06,32.62,14.82,3.4,3.16
1992-07,91.22666666666667,15.44,3.48,3.16
1992-08,133.87333333333333,13.9,3.56,3.25
1992-09,88.73333333333333,11.785714285714286,3.75,3.41
1992-10,57.84,8.221428571428572,3.94,3.57
1992-11,114.07333333333332,7.985714285714286,4.02,3.5
1992-12,75.46666666666667,5.185714285714285,3.8,3.25
1993-01,120.09333333333333,6.6000000000000005,3.68,3.04
1993-02,23.89333333333333,7.035714285714286,3.51,3.01
1993-03,53.9,7.057142857142857,3.45,2.99
1993-04,85.16000000000001,9.521428571428572,3.4,3.06
1993-05,105.40666666666668,10.62857142857143,3.4,3.16
1993-06,94.51333333333334,13.771428571428572,3.43,3.15
1993-07,73.52,14.457142857142857,3.45,3.17
1993-08,41.35333333333333,14.007142857142856,3.54,3.23
1993-09,106.50666666666666,12.335714285714285,3.75,3.41
1993-10,53.4,8.2,3.98,3.58
1993-11,73.21333333333334,6.8428571428571425,4.04,3.51
1993-12,173.7133333333333,6.007142857142857,3.83,3.22
1994-01,128.64,5.742857142857143,3.64,3.06
1994-02,117.12666666666668,4.864285714285714,3.54,2.98
1994-03,110.08,7.55,3.49,2.93
1994-04,91.48666666666666,7.807142857142857,3.44,3.01
1994-05,58.45333333333333,10.299999999999999,3.41,3.17
1994-06,54.89333333333333,12.892857142857142,3.42,3.19
1994-07,86.18666666666667,15.085714285714285,3.47,3.19
1994-08,77.86666666666666,14.357142857142858,3.53,3.23
1994-09,79.97333333333333,12.314285714285715,3.74,3.4
1994-10,59.86666666666667,10.821428571428571,3.94,3.55
1994-11,84.24666666666667,10.035714285714286,4.03,3.48
1994-12,148.37333333333333,7.278571428571429,3.83,3.26
1995-01,154.57333333333332,5.442857142857143,3.66,3.12
1995-02,123.51333333333334,6.735714285714286,3.55,3.02
1995-03,82.52,5.971428571428571,3.51,2.97
1995-04,29.846666666666668,9.128571428571428,3.47,3.06
1995-05,56.96666666666667,10.914285714285715,3.41,3.18
1995-06,24.639999999999997,14.328571428571427,3.45,3.17
1995-07,80.88666666666667,16.914285714285715,3.5,3.17
1995-08,12.946666666666665,18.135714285714286,3.56,3.15
1995-09,55.32666666666667,13.4,3.76,3.3
1995-10,142.46666666666667,12.65,3.96,3.47
1995-11,111.22666666666667,8.507142857142858,4.0,3.49
1995-12,71.31333333333333,4.642857142857143,3.83,3.27
1996-01,102.99333333333334,6.3999999999999995,3.66,3.1
1996-02,94.3,4.307142857142857,3.58,3.05
1996-03,83.59333333333333,5.807142857142857,3.52,2.94
1996-04,75.58,8.97857142857143,3.49,2.94
1996-05,60.38666666666667,9.114285714285714,3.42,3.18
1996-06,33.67333333333333,13.6,3.46,3.2
1996-07,52.873333333333335,15.235714285714286,3.52,3.19
1996-08,96.14,15.078571428571427,3.61,3.2
1996-09,34.14666666666667,14.042857142857143,3.75,3.36
1996-10,152.73333333333332,11.464285714285714,3.99,3.52
1996-11,108.83333333333333,6.6499999999999995,4.02,3.45
1996-12,45.513333333333335,4.928571428571429,3.81,3.21
1997-01,29.326666666666664,4.878571428571428,3.76,3.07
1997-02,123.14,6.807142857142857,3.56,3.01
1997-03,32.846666666666664,8.428571428571429,3.52,2.97
1997-04,36.17333333333333,9.946153846153846,3.44,3.11
1997-05,64.47333333333333,11.564285714285715,3.46,3.16
1997-06,90.29333333333334,13.261538461538462,3.5,3.17
1997-07,59.50666666666667,15.669230769230769,3.54,3.2
1997-08,127.29333333333334,16.676923076923078,3.65,3.23
1997-09,50.05333333333333,14.046153846153846,3.82,3.41
1997-10,82.13333333333334,11.5,4.02,3.54
1997-11,105.00666666666666,9.061538461538461,4.01,3.46
1997-12,102.0,7.138461538461538,3.81,3.23
1998-01,113.39333333333335,6.0307692307692315,3.67,3.08
1998-02,36.03333333333333,8.330769230769231,3.61,3.05
1998-03,79.36666666666666,8.615384615384615,3.57,3.02
1998-04,90.58666666666666,7.815384615384615,3.55,3.12
1998-05,30.52,12.261538461538462,3.49,3.18
1998-06,114.54666666666667,13.315384615384614,3.55,3.2
1998-07,68.14666666666666,14.723076923076924,3.6,3.2
1998-08,74.12666666666668,15.415384615384616,3.68,3.26
1998-09,74.25333333333333,14.3,3.87,3.43
1998-10,121.16666666666667,11.053846153846154,4.08,3.58
1998-11,105.81333333333333,7.8307692307692305,4.06,3.44
1998-12,103.11333333333333,7.038461538461538,3.88,3.23
1999-01,110.66666666666667,6.038461538461538,3.77,3.13
1999-02,55.43333333333333,6.761538461538462,3.68,3.09
1999-03,51.58,7.623076923076923,3.62,3.04
1999-04,68.41333333333334,9.523076923076923,3.58,3.14
1999-05,50.7,12.276923076923076,3.52,3.19
1999-06,51.03333333333333,12.776923076923076,3.54,3.22
1999-07,39.74666666666667,16.284615384615385,3.6,3.22
1999-08,89.19333333333334,15.615384615384615,3.71,3.26
1999-09,139.2,14.407692307692308,3.89,3.42
1999-10,52.906666666666666,11.053846153846154,4.11,3.58
1999-11,85.06,8.246153846153847,4.12,3.49
1999-12,159.98,5.615384615384615,3.89,3.25
2000-01,59.35333333333333,5.730769230769231,3.73,3.09
2000-02,92.6,6.876923076923077,3.67,3.07
2000-03,29.84,7.946153846153846,3.63,3.06
2000-04,58.44666666666667,7.507692307692308,3.55,3.21
2000-05,55.559999999999995,11.523076923076925,3.53,3.23
2000-06,46.65333333333333,13.784615384615384,3.57,3.24
2000-07,48.04,15.523076923076925,3.62,3.22
2000-08,72.26666666666667,15.715384615384616,3.73,3.27
2000-09,102.46666666666667,14.046153846153846,3.92,3.47
2000-10,145.78,10.169230769230769,4.17,3.63
2000-11,133.43333333333334,6.8,4.14,3.43
2000-12,118.29333333333334,6.041666666666667,3.93,3.22
2001-01,49.94666666666667,4.316666666666666,3.78,3.09
2001-02,60.31333333333334,5.325,3.74,3.07
2001-03,66.78,5.916666666666667,3.71,3.02
2001-04,68.68666666666667,8.15,3.62,3.12
2001-05,31.68,12.108333333333334,3.52,3.25
2001-06,51.14666666666667,13.341666666666667,3.56,3.25
2001-07,58.980000000000004,15.241666666666667,3.64,3.25
2001-08,89.60666666666665,15.208333333333334,3.75,3.3
2001-09,50.919999999999995,13.666666666666666,3.89,3.47
2001-10,99.84666666666666,12.623076923076923,4.12,3.61
2001-11,55.586666666666666,8.792307692307691,4.2,3.57
2001-12,45.833333333333336,5.346153846153846,4.02,3.31
2002-01,114.11999999999999,7.56923076923077,3.81,3.12
2002-02,133.97333333333333,7.061538461538461,3.77,3.1
2002-03,47.46666666666667,7.9,3.73,3.05
2002-04,73.99333333333334,9.138461538461538,3.6,3.2
2002-05,102.14,11.184615384615386,3.59,3.26
2002-06,84.55333333333333,12.946153846153846,3.62,3.23
2002-07,58.79333333333333,14.476923076923075,3.62,3.22
2002-08,51.54,15.484615384615385,3.69,3.26
2002-09,30.62,13.846153846153847,3.84,3.42
2002-10,154.43333333333334,10.192307692307692,4.1,3.58
2002-11,149.74666666666664,9.0,4.22,3.49
2002-12,85.14,6.56923076923077,3.99,3.24
2003-01,59.833333333333336,5.515384615384615,3.82,3.12
2003-02,49.14666666666667,5.761538461538462,3.79,3.1
2003-03,49.04,8.107692307692307,3.69,3.09
2003-04,53.96666666666667,10.046153846153846,3.55,3.25
2003-05,96.66666666666667,11.161538461538461,3.58,3.29
2003-06,77.02666666666667,14.315384615384614,3.6,3.25
2003-07,78.66666666666667,15.96923076923077,3.64,3.24
2003-08,14.146666666666668,16.63076923076923,3.69,3.26
2003-09,48.76,14.092307692307692,3.89,3.42
2003-10,49.46,9.946153846153846,4.09,3.6
2003-11,100.19333333333334,8.5,4.18,3.57
2003-12,76.02,6.423076923076923,3.99,3.28
2004-01,100.02666666666667,5.984615384615385,3.79,3.12
2004-02,38.57333333333334,5.8538461538461535,3.75,3.11
2004-03,68.36,7.300000000000001,3.73,3.12
2004-04,51.666666666666664,9.192307692307692,3.61,3.22
2004-05,33.10666666666666,11.576923076923077,3.54,3.26
2004-06,63.093333333333334,14.63076923076923,3.58,3.22
2004-07,52.99333333333333,14.569230769230769,3.67,3.25
2004-08,88.0,16.007692307692306,3.75,3.31
2004-09,88.88000000000001,14.330769230769231,3.97,3.5
2004-10,133.46,9.53076923076923,4.16,3.64
2004-11,49.84666666666667,8.876923076923077,4.2,3.51
2004-12,75.82,7.1692307692307695,3.99,3.29
2005-01,105.00666666666666,7.176923076923076,3.87,3.17
2005-02,43.79333333333333,5.576923076923077,3.87,3.18
2005-03,51.36,8.184615384615384,3.8,3.15
2005-04,77.86,8.830769230769231,3.67,3.2
2005-05,75.98,10.76923076923077,3.6,3.26
2005-06,43.54666666666667,14.784615384615384,3.61,3.22
2005-07,57.82,15.853846153846153,3.64,3.22
2005-08,57.0,15.607692307692307,3.75,3.3
2005-09,72.98666666666666,14.338461538461539,3.96,3.5
2005-10,108.84666666666666,12.053846153846154,4.16,3.63
2005-11,76.65333333333334,7.415384615384615,4.18,3.5
2005-12,67.7,6.56923076923077,3.96,3.31
2006-01,49.1,5.961538461538462,3.81,3.17
2006-02,40.64666666666667,5.684615384615385,3.83,3.19
2006-03,89.64,6.161538461538461,3.79,3.16
2006-04,40.89333333333333,8.653846153846153,3.64,3.21
2006-05,105.48666666666666,11.207692307692307,3.59,3.28
2006-06,22.166666666666668,14.930769230769231,3.57,3.23
2006-07,45.580000000000005,17.207692307692305,3.59,3.21
2006-08,51.68666666666666,15.453846153846154,3.73,3.28
2006-09,123.78666666666666,15.330769230769231,3.92,3.44
2006-10,109.26,12.446153846153846,4.1,3.58
2006-11,113.91333333333334,8.061538461538461,4.18,3.57
2006-12,141.76666666666668,7.084615384615384,4.01,3.36
2007-01,89.26666666666667,7.123076923076923,3.87,3.22
2007-02,77.58,6.300000000000001,3.87,3.2
2007-03,63.50666666666667,7.230769230769231,3.8,3.1
2007-04,22.006666666666668,11.061538461538463,3.59,3.24
2007-05,54.559999999999995,11.576923076923077,3.62,3.26
2007-06,102.06666666666666,14.3,3.66,3.24
2007-07,98.92666666666668,14.7,3.71,3.27
2007-08,86.71333333333334,15.0,3.79,3.34
2007-09,42.120000000000005,13.674999999999999,3.93,3.48
2007-10,47.96,12.115384615384615,4.12,3.64
2007-11,63.21333333333333,9.276923076923076,4.24,3.65
2007-12,104.24666666666667,7.292307692307692,4.05,3.38
2008-01,143.42000000000002,6.776923076923077,3.88,3.23
2008-02,50.34,6.453846153846154,3.87,3.22
2008-03,98.14,6.6461538461538465,3.83,3.18
2008-04,34.13333333333333,8.327272727272726,3.66,3.26
2008-05,30.28666666666667,13.118181818181819,3.62,3.33
2008-06,81.6,13.418181818181818,3.66,3.27
2008-07,76.6,15.318181818181818,3.73,3.29
2008-08,127.19333333333334,15.318181818181818,3.85,3.36
2008-09,75.22666666666667,12.97272727272727,4.04,3.53
2008-10,112.64666666666668,9.909090909090908,4.23,3.63
2008-11,63.306666666666665,7.827272727272727,4.21,3.52
2008-12,51.74666666666667,5.472727272727273,4.05,3.35
2009-01,99.38000000000001,5.072727272727272,3.94,3.25
2009-02,24.68,5.7727272727272725,3.94,3.23
2009-03,40.21333333333334,7.754545454545454,3.81,3.18
2009-04,81.18,9.39090909090909,3.67,3.28
2009-05,59.31333333333334,11.372727272727273,3.65,3.26
2009-06,51.32,14.645454545454545,3.65,3.23
2009-07,110.64666666666668,15.145454545454545,3.73,3.26
2009-08,106.66,15.20909090909091,3.85,3.35
2009-09,36.66,13.345454545454546,4.04,3.55
2009-10,86.11333333333333,12.03,4.16,3.66
2009-11,152.02666666666667,8.15,4.28,3.54
2009-12,72.07333333333332,4.13,4.1,3.37
2010-01,51.0,2.91,4.01,3.27
2010-02,33.77333333333333,3.35,3.99,3.19
2010-03,53.36,6.11,3.89,3.1
2010-04,37.79333333333333,9.059999999999999,3.67,3.18
2010-05,32.39333333333333,10.92,3.57,3.3
2010-06,34.63333333333333,14.9,3.65,3.31
2010-07,81.46000000000001,15.48,3.75,3.3
2010-08,29.506666666666668,14.580000000000002,3.83,3.38
2010-09,84.83333333333333,14.01,4.01,3.55
2010-10,53.88,10.82,4.18,3.73
2010-11,86.91333333333334,6.01,4.35,3.68
2010-12,40.66,1.54,4.23,3.5
2011-01,46.16,4.220000000000001,3.99,3.32
2011-02,81.16000000000001,7.140000000000001,3.96,3.26
2011-03,27.953333333333333,7.06,3.91,3.24
2011-04,31.62,11.190000000000001,3.72,3.28
2011-05,66.86666666666666,11.5,3.69,3.28
2011-06,58.05333333333333,12.4,3.72,3.31
2011-07,33.50666666666667,14.37,3.77,3.33
2011-08,44.54,14.030000000000001,3.89,3.4
2011-09,79.18666666666667,13.919999999999998,4.12,3.6
2011-10,97.23333333333333,11.98,4.33,3.69
2011-11,82.02666666666667,10.03,4.33,3.55
2011-12,83.00666666666666,6.709999999999999,4.15,3.36
2012-01,59.153333333333336,7.422222222222222,3.98,3.25
2012-02,26.553333333333335,7.588888888888889,4.06,3.24
2012-03,16.806666666666665,9.100000000000001,3.99,3.22
2012-04,50.89333333333333,7.577777777777778,3.81,3.32
2012-05,31.92,10.922222222222222,3.75,3.34
2012-06,97.24000000000001,13.044444444444444,3.76,3.33
2012-07,66.20666666666666,14.211111111111112,3.85,3.25
2012-08,69.7,15.733333333333333,3.94,3.34
2012-09,42.84666666666667,12.933333333333334,4.13,3.53
2012-10,56.99333333333333,9.522222222222222,4.34,3.72
2012-11,65.18,6.922222222222222,4.38,3.61
2012-12,68.13333333333334,6.277777777777778,4.14,3.37
2013-01,83.8,5.888888888888889,4.0,3.26
2013-02,32.480000000000004,5.344444444444445,4.03,3.25
2013-03,43.14,4.355555555555556,3.97,3.18
2013-04,43.44666666666667,7.577777777777778,3.86,3.19
2013-05,45.26,10.355555555555556,3.66,3.32
2013-06,47.026666666666664,13.511111111111111,3.71,3.36
2013-07,45.81333333333334,16.133333333333333,3.73,3.31
2013-08,33.126666666666665,15.766666666666667,3.92,3.39
2013-09,33.24,13.966666666666667,4.16,3.62
2013-10,79.62666666666668,12.377777777777778,4.4,3.77
2013-11,39.919999999999995,7.011111111111111,4.48,3.72
2013-12,101.64,7.300000000000001,4.26,3.47
2014-01,102.03333333333333,6.066666666666666,4.11,3.3
2014-02,109.18,5.788888888888889,4.11,3.28
2014-03,51.07333333333334,7.288888888888888,4.08,3.2
2014-04,35.82666666666667,10.066666666666666,3.87,3.3
2014-05,53.559999999999995,11.577777777777778,3.75,3.35
2014-06,30.0,14.399999999999999,3.73,3.35
2014-07,30.48,16.4,3.82,3.37
2014-08,64.05333333333333,14.422222222222224,3.97,3.48
2014-09,16.4,14.622222222222222,4.17,3.67
2014-10,80.62666666666665,11.566666666666668,4.49,3.85
2014-11,88.98666666666668,8.322222222222223,4.55,3.72
2014-12,59.24666666666667,6.388888888888889,4.25,3.43
2015-01,70.44666666666667,5.411111111111111,4.11,3.27
2015-02,39.20666666666667,5.0,4.15,3.3
2015-03,55.54666666666667,6.655555555555555,4.06,3.21
2015-04,28.98,8.7,3.82,3.35
2015-05,72.69333333333334,10.255555555555555,3.78,3.45
2015-06,26.433333333333334,13.066666666666666,3.8,3.45
2015-07,63.906666666666666,14.133333333333333,3.93,3.43
2015-08,59.10666666666667,14.133333333333333,4.04,3.54
2015-09,44.586666666666666,12.755555555555555,4.24,3.74
2015-10,38.48,11.088888888888889,4.43,3.89
2015-11,100.98,9.666666666666666,4.6,3.76
2015-12,166.48666666666665,8.655555555555557,4.37,3.48
2016-01,111.78666666666666,6.36,4.17,3.32
2016-02,91.54666666666667,5.37,4.24,3.31
2016-03,45.95333333333333,6.8,4.15,3.22
2016-04,48.64,7.55,4.0,3.27
2016-05,40.026666666666664,11.86,3.81,3.38
2016-06,57.440000000000005,14.59,3.85,3.37
2016-07,47.44666666666667,15.23,3.93,3.4
2016-08,52.85333333333333,15.530000000000001,4.08,3.49
2016-09,72.50666666666666,14.25,4.33,3.69
2016-10,39.233333333333334,11.02,4.54,3.88
2016-11,41.12,6.470000000000001,4.68,3.84
2016-12,52.1,7.590000000000001,4.4,3.53
2017-01,44.22666666666667,6.44,4.15,3.34
2017-02,57.21333333333333,6.75,4.22,3.35
2017-03,70.83999999999999,8.4,4.14,3.23
2017-04,14.386666666666667,9.25,3.9,3.36
2017-05,41.96,12.35,3.8,3.41
2017-06,63.733333333333334,14.16,3.86,3.4
2017-07,56.22,15.11,3.9,3.42
2017-08,64.02666666666667,14.62,4.08,3.54
2017-09,85.39333333333335,12.940000000000001,4.34,3.76
2017-10,69.27333333333333,11.7,4.58,3.82
2017-11,65.69333333333333,7.609999999999999,4.65,3.75
2017-12,83.87333333333335,6.1899999999999995,4.57,3.58
2018-01,112.02,5.970000000000001,4.23,3.4
2018-02,45.873333333333335,4.37,4.25,3.37
2018-03,63.62,4.95,4.23,3.2
2018-04,71.85333333333332,8.83,4.05,3.21
2018-05,34.61333333333334,12.24,3.81,3.39
2018-06,17.40666666666667,15.430000000000001,3.82,3.34
2018-07,33.473333333333336,16.55,3.91,3.33
2018-08,53.166666666666664,15.2,4.12,3.49
2018-09,51.50666666666667,12.58,4.35,3.77
2018-10,50.06666666666667,10.18,4.53,3.95
2018-11,101.22,8.370000000000001,4.74,3.94
2018-12,95.94666666666667,8.25,4.58,3.66
2019-01,46.333333333333336,6.5,4.21,3.42
2019-02,48.89333333333333,7.9799999999999995,4.32,3.47
2019-03,91.2,7.68,4.23,3.32
2019-04,56.84666666666667,9.440000000000001,3.94,3.4
2019-05,29.68,11.1,3.85,3.44
2019-06,55.266666666666666,12.98,3.92,3.46
2019-07,45.413333333333334,16.169999999999998,3.96,3.46
2019-08,97.23333333333333,15.52,4.16,3.55
2019-09,76.88000000000001,13.719999999999999,4.42,3.79
2019-10,79.44,9.97,4.74,3.94
2019-11,88.54666666666667,6.82,4.84,3.85
2019-12,83.49333333333334,6.709999999999999,4.58,3.62
2020-01,61.653333333333336,6.590000000000001,4.31,3.48
2020-02,137.07999999999998,6.21,4.29,3.38
2020-03,50.55333333333333,6.69,4.27,3.29
2020-04,24.80666666666667,9.84,3.97,3.43
2020-05,21.586666666666666,12.03,3.87,3.46
2020-06,63.34,13.62,3.97,3.45
2020-07,82.57333333333332,14.4,4.04,3.51
2020-08,92.59333333333333,15.59,4.17,3.57
2020-09,48.166666666666664,13.63,4.43,3.78
2020-10,92.19333333333334,10.129999999999999,4.71,3.99
2020-11,79.59333333333333,8.620000000000001,4.86,3.85
2020-12,97.68,5.8,4.67,3.67
2021-01,82.6,4.529999999999999,4.42,3.51
2021-02,82.32,6.43,4.45,3.44
2021-03,51.586666666666666,7.65,4.32,3.33
2021-04,17.046666666666667,7.85,3.98,3.45
2021-05,81.17333333333333,9.73,3.94,3.49
2021-06,22.09333333333333,13.690000000000001,3.97,3.47
2021-07,45.080000000000005,16.740000000000002,3.99,3.43
2021-08,56.32666666666667,15.51,4.19,3.54
2021-09,53.04,15.1,4.43,3.73
2021-10,104.68666666666667,11.959999999999999,4.77,3.95
2021-11,36.24,8.82,4.9,3.89
2021-12,78.34666666666666,7.590000000000001,4.75,3.72
2022-01,32.72666666666667,6.76,4.41,3.47
2022-02,85.98,7.37,4.44,3.42
2022-03,32.81333333333333,7.55,4.33,3.33
2022-04,39.266666666666666,9.08,4.04,3.44
2022-05,38.68,12.5,3.95,3.45
2022-06,59.84666666666667,13.8,4.0,3.47
2022-07,25.279999999999998,16.22,4.03,3.47
2022-08,23.946666666666665,16.34,4.21,3.53
2022-09,81.7,13.95,4.56,3.75
2022-10,117.80666666666666,12.379999999999999,4.84,3.98
2022-11,101.32,9.27,4.98,3.9
2022-12,76.14,4.99,4.85,3.76
